,rivalAvg,rivalGood,value,date_wise,index_code,date
2,508.0,2549.0,401.0,day,payOrdCnt,2020-07-24
3,333.0,1830.0,264.0,day,payOrdCnt,2020-07-25
4,390.0,2212.0,337.0,day,payOrdCnt,2020-07-26
5,336.0,1996.0,277.0,day,payOrdCnt,2020-07-27
6,501.0,2525.0,357.0,day,payOrdCnt,2020-07-28
7,492.0,2036.0,400.0,day,payOrdCnt,2020-07-29
8,426.0,2408.0,330.0,day,payOrdCnt,2020-07-30
9,400.0,2129.0,209.0,day,payOrdCnt,2020-07-31
10,342.0,2749.0,308.0,day,payOrdCnt,2020-08-01
11,373.0,2076.0,298.0,day,payOrdCnt,2020-08-02
12,386.0,1686.0,273.0,day,payOrdCnt,2020-08-03
13,323.0,1440.0,323.0,day,payOrdCnt,2020-08-04
14,239.0,3818.0,248.0,day,payOrdCnt,2020-08-05
15,1534.0,5542.0,638.0,day,payOrdCnt,2020-08-06
16,835.0,3401.0,378.0,day,payOrdCnt,2020-08-07
17,956.0,4485.0,455.0,day,payOrdCnt,2020-08-08
18,364.0,2646.0,348.0,day,payOrdCnt,2020-08-09
19,357.0,2500.0,335.0,day,payOrdCnt,2020-08-10
20,426.0,2610.0,335.0,day,payOrdCnt,2020-08-11
21,411.0,2081.0,364.0,day,payOrdCnt,2020-08-12
22,397.0,2117.0,267.0,day,payOrdCnt,2020-08-13
23,358.0,2258.0,300.0,day,payOrdCnt,2020-08-14
24,378.0,1584.0,376.0,day,payOrdCnt,2020-08-15
25,250.0,1283.0,390.0,day,payOrdCnt,2020-08-16
26,774.0,2462.0,473.0,day,payOrdCnt,2020-08-17
27,665.0,17870.0,408.0,day,payOrdCnt,2020-08-18
28,828.0,3371.0,414.0,day,payOrdCnt,2020-08-19
29,334.0,1568.0,331.0,day,payOrdCnt,2020-08-20
0,1286.0,5048.0,499.0,day,payItmCnt,2020-07-22
1,809.0,3056.0,468.0,day,payItmCnt,2020-07-23
2,662.0,3095.0,440.0,day,payItmCnt,2020-07-24
3,420.0,1996.0,283.0,day,payItmCnt,2020-07-25
4,464.0,2617.0,381.0,day,payItmCnt,2020-07-26
5,531.0,2259.0,314.0,day,payItmCnt,2020-07-27
6,774.0,2776.0,441.0,day,payItmCnt,2020-07-28
7,639.0,2274.0,456.0,day,payItmCnt,2020-07-29
8,598.0,3448.0,400.0,day,payItmCnt,2020-07-30
9,631.0,2376.0,252.0,day,payItmCnt,2020-07-31
10,599.0,3256.0,328.0,day,payItmCnt,2020-08-01
11,456.0,2310.0,384.0,day,payItmCnt,2020-08-02
12,492.0,1831.0,321.0,day,payItmCnt,2020-08-03
13,428.0,1660.0,363.0,day,payItmCnt,2020-08-04
14,305.0,5978.0,305.0,day,payItmCnt,2020-08-05
15,2050.0,7479.0,752.0,day,payItmCnt,2020-08-06
16,1082.0,4586.0,442.0,day,payItmCnt,2020-08-07
17,1294.0,5739.0,527.0,day,payItmCnt,2020-08-08
18,436.0,2900.0,403.0,day,payItmCnt,2020-08-09
19,466.0,2754.0,389.0,day,payItmCnt,2020-08-10
20,521.0,2905.0,383.0,day,payItmCnt,2020-08-11
21,672.0,2231.0,411.0,day,payItmCnt,2020-08-12
22,606.0,2859.0,304.0,day,payItmCnt,2020-08-13
23,511.0,2491.0,367.0,day,payItmCnt,2020-08-14
24,451.0,1762.0,447.0,day,payItmCnt,2020-08-15
25,343.0,1393.0,524.0,day,payItmCnt,2020-08-16
26,1096.0,3621.0,530.0,day,payItmCnt,2020-08-17
27,924.0,26374.0,476.0,day,payItmCnt,2020-08-18
28,1186.0,4846.0,452.0,day,payItmCnt,2020-08-19
29,416.0,1920.0,390.0,day,payItmCnt,2020-08-20
0,1177.0,3802.0,892.0,day,cartByrCnt,2020-07-22
1,1027.0,3151.0,852.0,day,cartByrCnt,2020-07-23
2,944.0,2704.0,895.0,day,cartByrCnt,2020-07-24
3,830.0,2618.0,830.0,day,cartByrCnt,2020-07-25
4,931.0,2946.0,855.0,day,cartByrCnt,2020-07-26
5,898.0,3464.0,945.0,day,cartByrCnt,2020-07-27
6,935.0,3181.0,935.0,day,cartByrCnt,2020-07-28
7,897.0,2732.0,774.0,day,cartByrCnt,2020-07-29
8,837.0,2535.0,819.0,day,cartByrCnt,2020-07-30
9,694.0,2617.0,694.0,day,cartByrCnt,2020-07-31
10,790.0,3116.0,816.0,day,cartByrCnt,2020-08-01
11,820.0,3605.0,871.0,day,cartByrCnt,2020-08-02
12,908.0,4364.0,908.0,day,cartByrCnt,2020-08-03
13,984.0,4059.0,924.0,day,cartByrCnt,2020-08-04
14,1153.0,5614.0,996.0,day,cartByrCnt,2020-08-05
15,1553.0,5635.0,1175.0,day,cartByrCnt,2020-08-06
16,1024.0,4592.0,938.0,day,cartByrCnt,2020-08-07
17,1125.0,4697.0,1100.0,day,cartByrCnt,2020-08-08
18,1049.0,3217.0,1043.0,day,cartByrCnt,2020-08-09
19,956.0,3491.0,895.0,day,cartByrCnt,2020-08-10
20,860.0,4053.0,860.0,day,cartByrCnt,2020-08-11
21,877.0,3050.0,902.0,day,cartByrCnt,2020-08-12
22,842.0,3209.0,807.0,day,cartByrCnt,2020-08-13
23,836.0,3153.0,862.0,day,cartByrCnt,2020-08-14
24,771.0,6475.0,983.0,day,cartByrCnt,2020-08-15
25,944.0,4023.0,991.0,day,cartByrCnt,2020-08-16
26,1100.0,7741.0,1052.0,day,cartByrCnt,2020-08-17
27,1092.0,8337.0,934.0,day,cartByrCnt,2020-08-18
28,1026.0,4645.0,921.0,day,cartByrCnt,2020-08-19
29,718.0,3595.0,796.0,day,cartByrCnt,2020-08-20
0,2400.0,6829.0,1324.0,day,cartCnt,2020-07-22
1,1706.0,5249.0,1284.0,day,cartCnt,2020-07-23
2,1909.0,4386.0,1274.0,day,cartCnt,2020-07-24
3,1743.0,6183.0,1111.0,day,cartCnt,2020-07-25
4,1436.0,4852.0,1173.0,day,cartCnt,2020-07-26
5,1429.0,5357.0,1332.0,day,cartCnt,2020-07-27
6,1523.0,5180.0,1355.0,day,cartCnt,2020-07-28
7,1413.0,4250.0,1115.0,day,cartCnt,2020-07-29
8,1299.0,4186.0,1252.0,day,cartCnt,2020-07-30
9,1193.0,4624.0,1016.0,day,cartCnt,2020-07-31
10,1136.0,4751.0,1136.0,day,cartCnt,2020-08-01
11,1267.0,5446.0,1407.0,day,cartCnt,2020-08-02
12,1604.0,6823.0,1374.0,day,cartCnt,2020-08-03
13,1621.0,6143.0,1344.0,day,cartCnt,2020-08-04
14,2857.0,8731.0,1462.0,day,cartCnt,2020-08-05
15,4529.0,11240.0,2049.0,day,cartCnt,2020-08-06
16,2403.0,8369.0,1312.0,day,cartCnt,2020-08-07
17,2450.0,8465.0,1639.0,day,cartCnt,2020-08-08
18,1511.0,5014.0,1424.0,day,cartCnt,2020-08-09
19,1354.0,5393.0,1235.0,day,cartCnt,2020-08-10
20,1326.0,6717.0,1216.0,day,cartCnt,2020-08-11
21,1414.0,4481.0,1455.0,day,cartCnt,2020-08-12
22,1474.0,4784.0,1279.0,day,cartCnt,2020-08-13
23,1150.0,4964.0,1342.0,day,cartCnt,2020-08-14
24,1287.0,10142.0,1554.0,day,cartCnt,2020-08-15
25,1513.0,5540.0,1623.0,day,cartCnt,2020-08-16
26,2344.0,13301.0,1591.0,day,cartCnt,2020-08-17
27,1854.0,13169.0,1374.0,day,cartCnt,2020-08-18
28,1902.0,7059.0,1316.0,day,cartCnt,2020-08-19
29,1267.0,5561.0,1124.0,day,cartCnt,2020-08-20
0,348.0,800.0,385.0,day,cltItmCnt,2020-07-22
1,327.0,759.0,380.0,day,cltItmCnt,2020-07-23
2,293.0,615.0,403.0,day,cltItmCnt,2020-07-24
3,305.0,586.0,420.0,day,cltItmCnt,2020-07-25
4,320.0,637.0,418.0,day,cltItmCnt,2020-07-26
5,284.0,633.0,481.0,day,cltItmCnt,2020-07-27
6,271.0,614.0,492.0,day,cltItmCnt,2020-07-28
7,360.0,584.0,463.0,day,cltItmCnt,2020-07-29
8,274.0,505.0,451.0,day,cltItmCnt,2020-07-30
9,264.0,497.0,384.0,day,cltItmCnt,2020-07-31
10,278.0,593.0,433.0,day,cltItmCnt,2020-08-01
11,299.0,891.0,434.0,day,cltItmCnt,2020-08-02
12,337.0,901.0,472.0,day,cltItmCnt,2020-08-03
13,361.0,888.0,428.0,day,cltItmCnt,2020-08-04
14,471.0,1212.0,458.0,day,cltItmCnt,2020-08-05
15,485.0,975.0,561.0,day,cltItmCnt,2020-08-06
16,321.0,805.0,468.0,day,cltItmCnt,2020-08-07
17,339.0,793.0,539.0,day,cltItmCnt,2020-08-08
18,374.0,688.0,595.0,day,cltItmCnt,2020-08-09
19,358.0,926.0,465.0,day,cltItmCnt,2020-08-10
20,309.0,1335.0,422.0,day,cltItmCnt,2020-08-11
21,249.0,724.0,467.0,day,cltItmCnt,2020-08-12
22,314.0,649.0,387.0,day,cltItmCnt,2020-08-13
23,250.0,570.0,411.0,day,cltItmCnt,2020-08-14
24,322.0,970.0,434.0,day,cltItmCnt,2020-08-15
25,274.0,689.0,466.0,day,cltItmCnt,2020-08-16
26,391.0,1934.0,430.0,day,cltItmCnt,2020-08-17
27,434.0,2544.0,452.0,day,cltItmCnt,2020-08-18
28,388.0,964.0,416.0,day,cltItmCnt,2020-08-19
29,290.0,864.0,409.0,day,cltItmCnt,2020-08-20
0,112967.0,217373.0,66772.0,day,pv,2020-07-22
1,88311.0,179591.0,64180.0,day,pv,2020-07-23
2,96666.0,169627.0,62691.0,day,pv,2020-07-24
3,76260.0,163936.0,63857.0,day,pv,2020-07-25
4,83775.0,159247.0,65781.0,day,pv,2020-07-26
5,75801.0,171788.0,72194.0,day,pv,2020-07-27
6,75438.0,181270.0,75438.0,day,pv,2020-07-28
7,76675.0,179861.0,70893.0,day,pv,2020-07-29
8,84099.0,172548.0,69810.0,day,pv,2020-07-30
9,80371.0,159461.0,60995.0,day,pv,2020-07-31
10,76735.0,180519.0,68536.0,day,pv,2020-08-01
11,73121.0,198622.0,69925.0,day,pv,2020-08-02
12,91079.0,214092.0,71845.0,day,pv,2020-08-03
13,103142.0,211081.0,65476.0,day,pv,2020-08-04
14,117182.0,253668.0,75381.0,day,pv,2020-08-05
15,138207.0,328628.0,90468.0,day,pv,2020-08-06
16,102134.0,263387.0,80221.0,day,pv,2020-08-07
17,122861.0,311242.0,86333.0,day,pv,2020-08-08
18,112463.0,202671.0,94109.0,day,pv,2020-08-09
19,111221.0,213929.0,80852.0,day,pv,2020-08-10
20,115691.0,234723.0,71110.0,day,pv,2020-08-11
21,110884.0,191785.0,77115.0,day,pv,2020-08-12
22,107055.0,187874.0,67740.0,day,pv,2020-08-13
23,85275.0,192340.0,80481.0,day,pv,2020-08-14
24,102181.0,283167.0,85875.0,day,pv,2020-08-15
25,115846.0,247471.0,93966.0,day,pv,2020-08-16
26,130726.0,411217.0,83261.0,day,pv,2020-08-17
27,153248.0,1008270.0,79520.0,day,pv,2020-08-18
28,163212.0,458551.0,76013.0,day,pv,2020-08-19
29,94843.0,237854.0,73310.0,day,pv,2020-08-20
